# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	12722	MCHR1	252	1.890852e-4	1.000000e+0	1.408910e-2	4.642627e+0	1.938558e+0	9	9.514393e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-121,chr22-199,chr22-224,chr22-271,chr22-312,chr22-457,chr22-5,chr22-630,chr22-811	MCHR1
Ensembl Genes	16541	SLC22A2	253	1.926864e-4	1.000000e+0	1.430068e-2	5.231533e+0	1.529188e+0	8	7.505219e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-1094,chr6-1095,chr6-1721,chr6-2193,chr6-2194,chr6-2515,chr6-467,chr6-650	SLC22A2
Ensembl Genes	10623	TMEM247	254	1.931355e-4	1.000000e+0	1.427758e-2	5.229707e+0	1.529722e+0	8	7.507840e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-113,chr2-1406,chr2-1757,chr2-2154,chr2-2332,chr2-29,chr2-354,chr2-883	TMEM247
Ensembl Genes	9073	TICAM1	255	1.950100e-4	1.000000e+0	1.435962e-2	9.730348e+0	5.138562e-1	5	2.521994e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-17,chr19-173,chr19-335,chr19-592,chr19-99	TICAM1
Ensembl Genes	12451	ARVCF	256	2.039325e-4	1.000000e+0	1.495797e-2	9.635666e+0	5.189055e-1	5	2.546775e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-184,chr22-213,chr22-260,chr22-356,chr22-399	ARVCF
Ensembl Genes	12449	TXNRD2	256	2.039325e-4	1.000000e+0	1.495797e-2	9.635666e+0	5.189055e-1	5	2.546775e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-213,chr22-260,chr22-306,chr22-356,chr22-399	TXNRD2
Ensembl Genes	13545	RPN1	258	2.074455e-4	1.000000e+0	1.509769e-2	5.173876e+0	1.546230e+0	8	7.588857e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-1233,chr3-269,chr3-302,chr3-305,chr3-337,chr3-562,chr3-563,chr3-908	RPN1
Ensembl Genes	247	IFFO2	259	2.078322e-4	1.000000e+0	1.506743e-2	4.582732e+0	1.963894e+0	9	9.638743e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1017,chr1-1158,chr1-188,chr1-2240,chr1-282,chr1-382,chr1-505,chr1-586,chr1-798	IFFO2
Ensembl Genes	7167	CNGB1	260	2.110938e-4	1.000000e+0	1.524503e-2	6.004336e+0	1.165824e+0	7	5.721837e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-159,chr16-251,chr16-510,chr16-517,chr16-606,chr16-718,chr16-978	CNGB1
Ensembl Genes	1251	S100A6	261	2.131495e-4	1.000000e+0	1.533451e-2	9.542936e+0	5.239478e-1	5	2.571523e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-203,chr1-3222,chr1-457,chr1-458,chr1-599	S100A6
Ensembl Genes	4986	TMEM120B	262	2.136977e-4	1.000000e+0	1.531527e-2	7.293626e+0	8.226361e-1	6	4.037478e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1170,chr12-382,chr12-438,chr12-462,chr12-747,chr12-949	TMEM120B
Ensembl Genes	2649	AFAP1L2	263	2.148353e-4	1.000000e+0	1.533826e-2	3.803603e+0	2.891995e+0	11	1.419384e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-1302,chr10-155,chr10-167,chr10-201,chr10-301,chr10-434,chr10-577,chr10-689,chr10-838,chr10-973,chr10-974	AFAP1L2
Ensembl Genes	14002	AFAP1	264	2.155982e-4	1.000000e+0	1.533442e-2	3.013233e+0	4.978041e+0	15	2.443210e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr4-267,chr4-339,chr4-364,chr4-439,chr4-514,chr4-536,chr4-613,chr4-614,chr4-723,chr4-724,chr4-783,chr4-89,chr4-91,chr4-959,chr4-98	AFAP1
Ensembl Genes	724	DHCR24	265	2.156603e-4	1.000000e+0	1.528096e-2	5.982944e+0	1.169993e+0	7	5.742295e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1229,chr1-1292,chr1-1514,chr1-3145,chr1-331,chr1-355,chr1-890	DHCR24
Ensembl Genes	17425	ZNF775	266	2.168740e-4	1.000000e+0	1.530918e-2	9.506818e+0	5.259383e-1	5	2.581292e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr7-111,chr7-510,chr7-54,chr7-663,chr7-841	ZNF775
Ensembl Genes	1462	TOMM40L	267	2.176444e-4	1.000000e+0	1.530603e-2	2.668690e+1	1.124147e-1	3	5.517287e-6	1.472393e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1854,chr1-2367,chr1-65	TOMM40L
Ensembl Genes	7445	DPEP1	268	2.195778e-4	1.000000e+0	1.538437e-2	9.481062e+0	5.273671e-1	5	2.588305e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1094,chr16-194,chr16-314,chr16-480,chr16-675	DPEP1
Ensembl Genes	106	ERRFI1	269	2.207973e-4	1.000000e+0	1.541231e-2	4.117863e+0	2.428444e+0	10	1.191874e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-124,chr1-1782,chr1-185,chr1-339,chr1-423,chr1-606,chr1-652,chr1-716,chr1-847,chr1-878	ERRFI1
Ensembl Genes	18719	FAM102A	270	2.254147e-4	1.000000e+0	1.567634e-2	7.220573e+0	8.309590e-1	6	4.078326e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-164,chr9-168,chr9-281,chr9-442,chr9-443,chr9-954	FAM102A
Ensembl Genes	1363	HDGF	271	2.256879e-4	1.000000e+0	1.563742e-2	2.635679e+1	1.138227e-1	3	5.586389e-6	1.472393e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-271,chr1-338,chr1-636	HDGF
Ensembl Genes	17132	CUX1	272	2.399657e-4	1.000000e+0	1.656557e-2	3.125340e+0	4.479513e+0	14	2.198534e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr7-1151,chr7-1269,chr7-224,chr7-26,chr7-3,chr7-332,chr7-346,chr7-381,chr7-555,chr7-739,chr7-74,chr7-740,chr7-895,chr7-98	CUX1
Ensembl Genes	54	FAAP20	273	2.441582e-4	1.000000e+0	1.679325e-2	5.860141e+0	1.194510e+0	7	5.862628e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1147,chr1-1209,chr1-1476,chr1-1553,chr1-1554,chr1-1555,chr1-2685	FAAP20
Ensembl Genes	116	SLC25A33	274	2.473807e-4	1.000000e+0	1.695280e-2	4.473916e+0	2.011660e+0	9	9.873180e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1105,chr1-1106,chr1-125,chr1-166,chr1-1784,chr1-2437,chr1-533,chr1-73,chr1-909	SLC25A33
Ensembl Genes	8570	CBX4	275	2.516144e-4	1.000000e+0	1.718023e-2	5.025480e+0	1.591888e+0	8	7.812946e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-1091,chr17-1310,chr17-162,chr17-239,chr17-240,chr17-256,chr17-66,chr17-679	CBX4
Ensembl Genes	8294	ANKRD40	276	2.575278e-4	1.000000e+0	1.752029e-2	9.155241e+0	5.461353e-1	5	2.680418e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-1793,chr17-280,chr17-336,chr17-337,chr17-775	ANKRD40
Ensembl Genes	15980	FGD2	277	2.587151e-4	1.000000e+0	1.753752e-2	5.803563e+0	1.206156e+0	7	5.919782e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-184,chr6-210,chr6-239,chr6-267,chr6-278,chr6-523,chr6-539	FGD2
Ensembl Genes	10482	DNMT3A	278	2.599539e-4	1.000000e+0	1.755811e-2	3.469134e+0	3.459076e+0	12	1.697706e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-124,chr2-175,chr2-186,chr2-2138,chr2-2316,chr2-255,chr2-2765,chr2-3043,chr2-406,chr2-516,chr2-716,chr2-939	DNMT3A
Ensembl Genes	3330	PRPF19	279	2.605319e-4	1.000000e+0	1.753408e-2	1.340371e+1	2.984247e-1	4	1.464661e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr11-204,chr11-234,chr11-731,chr11-768	PRPF19
Ensembl Genes	11562	UGT1A1	280	2.641994e-4	1.000000e+0	1.771740e-2	7.007042e+0	8.562814e-1	6	4.202608e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-1257,chr2-1258,chr2-143,chr2-2715,chr2-375,chr2-711	UGT1A1
Ensembl Genes	2343	CHST3	281	2.655425e-4	1.000000e+0	1.774410e-2	4.984672e+0	1.604920e+0	8	7.876908e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-160,chr10-220,chr10-381,chr10-391,chr10-405,chr10-516,chr10-626,chr10-876	CHST3
Ensembl Genes	10128	VSIG10L	282	2.658577e-4	1.000000e+0	1.770216e-2	1.333183e+1	3.000338e-1	4	1.472559e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-650,chr19-77,chr19-833,chr19-834	VSIG10L
Ensembl Genes	13852	BCL6	283	2.676610e-4	1.000000e+0	1.775926e-2	3.457736e+0	3.470479e+0	12	1.703302e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-1086,chr3-112,chr3-1268,chr3-1399,chr3-14,chr3-160,chr3-168,chr3-1965,chr3-216,chr3-609,chr3-72,chr3-728	BCL6
Ensembl Genes	16068	VEGFA	284	2.732553e-4	1.000000e+0	1.806660e-2	3.695882e+0	2.976285e+0	11	1.460753e-4	5.398773e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-1244,chr6-134,chr6-14,chr6-292,chr6-295,chr6-314,chr6-384,chr6-543,chr6-544,chr6-57,chr6-730	VEGFA
Ensembl Genes	6872	COQ7	285	2.755690e-4	1.000000e+0	1.815565e-2	6.951301e+0	8.631478e-1	6	4.236308e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-152,chr16-195,chr16-202,chr16-37,chr16-468,chr16-492	COQ7
Ensembl Genes	7166	KIFC3	286	2.809344e-4	1.000000e+0	1.844442e-2	4.942276e+0	1.618687e+0	8	7.944478e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-159,chr16-168,chr16-251,chr16-510,chr16-517,chr16-606,chr16-718,chr16-978	KIFC3
Ensembl Genes	1793	SLC30A1	287	2.845081e-4	1.000000e+0	1.861397e-2	5.711698e+0	1.225555e+0	7	6.014993e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1098,chr1-1135,chr1-1259,chr1-1320,chr1-2017,chr1-2390,chr1-512	SLC30A1
Ensembl Genes	3360	BEST1	288	2.866733e-4	1.000000e+0	1.869050e-2	1.306722e+1	3.061096e-1	4	1.502378e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr11-1197,chr11-242,chr11-320,chr11-371	BEST1
Ensembl Genes	8322	MSI2	289	2.867297e-4	1.000000e+0	1.862949e-2	3.069553e+0	4.560925e+0	14	2.238491e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-106,chr17-1139,chr17-1361,chr17-232,chr17-348,chr17-367,chr17-424,chr17-429,chr17-518,chr17-552,chr17-567,chr17-568,chr17-700,chr17-918	MSI2
Ensembl Genes	12816	MOV10L1	290	2.883529e-4	1.000000e+0	1.867035e-2	8.930344e+0	5.598889e-1	5	2.747921e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-156,chr22-323,chr22-38,chr22-465,chr22-62	MOV10L1
Ensembl Genes	5385	PROZ	291	2.883691e-4	1.000000e+0	1.860724e-2	8.930233e+0	5.598958e-1	5	2.747955e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr13-175,chr13-23,chr13-54,chr13-87,chr13-89	PROZ
Ensembl Genes	5867	TTC8	292	2.887351e-4	1.000000e+0	1.856705e-2	2.811980e+0	5.689941e+0	16	2.792609e-4	7.852761e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-127,chr14-1644,chr14-181,chr14-2013,chr14-251,chr14-324,chr14-338,chr14-34,chr14-352,chr14-378,chr14-396,chr14-397,chr14-462,chr14-501,chr14-556,chr14-743	TTC8
Ensembl Genes	387	IFI6	293	2.892296e-4	1.000000e+0	1.853537e-2	8.924374e+0	5.602634e-1	5	2.749759e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1162,chr1-3063,chr1-742,chr1-940,chr1-979	IFI6
Ensembl Genes	1362	MRPL24	294	2.959815e-4	1.000000e+0	1.890355e-2	2.401272e+1	1.249338e-1	3	6.131718e-6	1.472393e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-271,chr1-338,chr1-467	MRPL24
Ensembl Genes	316	CNR2	295	3.014153e-4	1.000000e+0	1.918534e-2	8.843579e+0	5.653820e-1	5	2.774881e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1160,chr1-1679,chr1-2076,chr1-498,chr1-517	CNR2
Ensembl Genes	5042	TMEM132B	296	3.014805e-4	1.000000e+0	1.912466e-2	2.402555e+0	8.740696e+0	21	4.289912e-4	1.030675e-3	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1025,chr12-1099,chr12-1100,chr12-1101,chr12-1178,chr12-1271,chr12-1272,chr12-1386,chr12-1536,chr12-1537,chr12-1693,chr12-285,chr12-305,chr12-358,chr12-412,chr12-520,chr12-620,chr12-675,chr12-69,chr12-752,chr12-835	TMEM132B
Ensembl Genes	10292	ZNF444	297	3.016894e-4	1.000000e+0	1.907347e-2	1.289080e+1	3.102988e-1	4	1.522939e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-163,chr19-171,chr19-567,chr19-804	ZNF444
Ensembl Genes	7881	COPRS	298	3.067499e-4	1.000000e+0	1.932833e-2	3.404884e+0	3.524349e+0	12	1.729742e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-1186,chr17-1254,chr17-1754,chr17-199,chr17-220,chr17-2333,chr17-254,chr17-457,chr17-48,chr17-665,chr17-827,chr17-869	COPRS
Ensembl Genes	8935	MISP	299	3.091536e-4	1.000000e+0	1.941464e-2	8.794276e+0	5.685516e-1	5	2.790437e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1009,chr19-187,chr19-254,chr19-457,chr19-492	MISP
Ensembl Genes	12064	CYP24A1	300	3.098528e-4	1.000000e+0	1.939369e-2	6.798183e+0	8.825887e-1	6	4.331724e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1377,chr20-218,chr20-271,chr20-281,chr20-379,chr20-430	CYP24A1
Ensembl Genes	9235	CDKN2D	301	3.117196e-4	1.000000e+0	1.944571e-2	2.358844e+1	1.271809e-1	3	6.242010e-6	1.472393e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-365,chr19-720,chr19-848	CDKN2D
Ensembl Genes	5789	ELMSAN1	302	3.126916e-4	1.000000e+0	1.944176e-2	6.786397e+0	8.841216e-1	6	4.339247e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-185,chr14-189,chr14-222,chr14-40,chr14-738,chr14-83	ELMSAN1
Ensembl Genes	7398	ZDHHC7	303	3.128219e-4	1.000000e+0	1.938567e-2	4.862171e+0	1.645355e+0	8	8.075364e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1294,chr16-166,chr16-1722,chr16-225,chr16-400,chr16-50,chr16-837,chr16-88	ZDHHC7
Ensembl Genes	5820	JDP2	304	3.165030e-4	1.000000e+0	1.954927e-2	4.853517e+0	1.648289e+0	8	8.089763e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-1077,chr14-176,chr14-2009,chr14-477,chr14-645,chr14-741,chr14-843,chr14-909	JDP2
Ensembl Genes	275	DDOST	305	3.193478e-4	1.000000e+0	1.966031e-2	8.731538e+0	5.726368e-1	5	2.810487e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-157,chr1-192,chr1-2726,chr1-938,chr1-976	DDOST
Ensembl Genes	2342	PSAP	306	3.267034e-4	1.000000e+0	2.004742e-2	5.580169e+0	1.254442e+0	7	6.156772e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-145,chr10-160,chr10-220,chr10-405,chr10-626,chr10-81,chr10-876	PSAP
Ensembl Genes	9423	NR2F6	307	3.355798e-4	1.000000e+0	2.052502e-2	1.253007e+1	3.192320e-1	4	1.566783e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-228,chr19-299,chr19-466,chr19-530	NR2F6
Ensembl Genes	9425	USHBP1	308	3.380362e-4	1.000000e+0	2.060814e-2	2.293918e+1	1.307806e-1	3	6.418680e-6	1.472393e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-170,chr19-466,chr19-596	USHBP1
Ensembl Genes	18842	UBAC1	309	3.396921e-4	1.000000e+0	2.064207e-2	5.543542e+0	1.262731e+0	7	6.197451e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-182,chr9-239,chr9-300,chr9-31,chr9-454,chr9-609,chr9-71	UBAC1
Ensembl Genes	6837	SHISA9	310	3.420838e-4	1.000000e+0	2.072035e-2	2.507251e+0	7.578020e+0	19	3.719274e-4	9.325153e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1013,chr16-1057,chr16-108,chr16-1110,chr16-1111,chr16-1178,chr16-1179,chr16-1248,chr16-1324,chr16-1410,chr16-1769,chr16-221,chr16-329,chr16-346,chr16-423,chr16-446,chr16-505,chr16-708,chr16-781	SHISA9
Ensembl Genes	11968	WISP2	311	3.459741e-4	1.000000e+0	2.088860e-2	8.578388e+0	5.828601e-1	5	2.860663e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-15,chr20-43,chr20-607,chr20-653,chr20-995	WISP2
Ensembl Genes	8323	CCDC182	312	3.460986e-4	1.000000e+0	2.082915e-2	3.168677e+0	4.102659e+0	13	2.013575e-4	6.380368e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-106,chr17-1139,chr17-1361,chr17-192,chr17-232,chr17-348,chr17-367,chr17-424,chr17-429,chr17-552,chr17-568,chr17-700,chr17-918	CCDC182
Ensembl Genes	8661	LPIN2	313	3.469466e-4	1.000000e+0	2.081347e-2	3.885437e+0	2.573713e+0	10	1.263172e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr18-103,chr18-11,chr18-114,chr18-123,chr18-172,chr18-18,chr18-268,chr18-35,chr18-485,chr18-58	LPIN2
Ensembl Genes	14	TTLL10	314	3.544845e-4	1.000000e+0	2.119795e-2	8.532394e+0	5.860020e-1	5	2.876083e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1144,chr1-184,chr1-2419,chr1-2978,chr1-2979	TTLL10
Ensembl Genes	6923	EARS2	315	3.586102e-4	1.000000e+0	2.137658e-2	1.230996e+1	3.249401e-1	4	1.594798e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-277,chr16-49,chr16-563,chr16-894	EARS2
Ensembl Genes	16905	TRIM50	316	3.598067e-4	1.000000e+0	2.138003e-2	2.245101e+1	1.336243e-1	3	6.558246e-6	1.472393e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr7-180,chr7-344,chr7-418	TRIM50
Ensembl Genes	11833	TTLL9	317	3.635964e-4	1.000000e+0	2.153706e-2	8.484594e+0	5.893034e-1	5	2.892287e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1027,chr20-1526,chr20-274,chr20-350,chr20-898	TTLL9
Ensembl Genes	9906	MARK4	318	3.666791e-4	1.000000e+0	2.165136e-2	8.468746e+0	5.904062e-1	5	2.897699e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-199,chr19-332,chr19-483,chr19-577,chr19-994	MARK4
Ensembl Genes	7437	ACSF3	319	3.682149e-4	1.000000e+0	2.167389e-2	5.468421e+0	1.280077e+0	7	6.282586e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1479,chr16-1733,chr16-176,chr16-2329,chr16-637,chr16-881,chr16-912	ACSF3
Ensembl Genes	12572	LIF	320	3.694530e-4	1.000000e+0	2.167881e-2	5.465312e+0	1.280805e+0	7	6.286160e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-148,chr22-153,chr22-220,chr22-351,chr22-405,chr22-451,chr22-81	LIF
Ensembl Genes	13873	HES1	321	3.696158e-4	1.000000e+0	2.162080e-2	2.860022e+0	5.244714e+0	15	2.574093e-4	7.361963e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-1003,chr3-118,chr3-1269,chr3-1270,chr3-1272,chr3-1404,chr3-313,chr3-333,chr3-346,chr3-406,chr3-480,chr3-528,chr3-57,chr3-696,chr3-922	HES1
Ensembl Genes	15342	RPS14	322	3.712714e-4	1.000000e+0	2.165020e-2	8.445431e+0	5.920361e-1	5	2.905699e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-110,chr5-1173,chr5-404,chr5-48,chr5-66	RPS14
